"country","country_code","age","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Armenia",51,50,23,28.124,31.774,30.217,22.259,40.142,83.295,79.086,91.458,43.168,51.096,72.042,92.218,94.441,68.96,69.28,81.116,102.892,122.044,103.789,72.566,71.001,86.918,93.241,89.253,77.809,68.434,65.764,68.138,70.265
"Armenia",51,55,21,21.723,26.82,30.339,29.439,21.907,40.675,79.069,73.738,78.185,35.06,46.041,62.607,86.256,88.698,64.851,65.376,76.881,97.946,116.631,99.453,69.633,68.326,83.982,90.36,86.688,75.691,66.648,64.139,66.572
"Armenia",51,60,26,18.95,19.957,24.704,28.493,27.975,21.75,37.602,71.463,61.354,66.804,31.791,39.697,56.295,78.746,81.35,59.712,60.508,71.547,91.66,109.718,93.951,65.998,65.037,80.321,86.759,83.499,73.081,64.481,62.183
"Armenia",51,65,20,21.923,16.386,17.436,22.084,25.53,24.398,19.264,32.258,57.85,49.754,57.564,27.323,34.074,49.242,69.415,72.242,53.371,54.464,64.878,83.733,100.93,86.965,61.423,60.89,75.647,82.118,79.357,69.691,61.67
"Armenia",51,70,14,15.492,17.306,13.257,14.517,18.134,20.938,20.091,15.168,24.308,44.165,39.605,46.05,21.994,27.93,40.816,58.173,61.161,45.604,46.997,56.54,73.7,89.688,77.956,55.513,55.465,69.413,75.823,73.668,64.982
"Armenia",51,75,9,9.432,10.778,12.345,9.838,10.806,13.813,15.569,14.079,10.205,16.796,31.135,27.927,33.042,15.966,20.608,30.623,44.354,47.345,35.823,37.467,45.762,60.545,74.731,65.852,47.465,47.948,60.614,66.793,65.372
"Armenia",51,80,4,4.962,5.324,6.222,7.332,6.307,7.036,8.849,8.881,8.302,5.928,9.428,18.171,17.022,19.879,9.806,12.957,19.705,29.191,31.861,24.623,26.331,32.881,44.447,56.055,50.362,36.912,37.868,48.544,54.123
"Armenia",51,85,2,1.718,2.213,2.459,2.991,3.975,3.352,3.745,4.027,4.192,3.943,2.635,4.621,9.204,7.922,9.53,4.828,6.555,10.251,15.624,17.524,13.941,15.351,19.73,27.487,35.646,32.813,24.595,25.751,33.584
"Armenia",51,90,0,0.622,0.579,0.808,1.001,1.304,1.671,1.401,1.307,1.396,1.531,1.513,1.044,1.823,2.877,2.568,3.192,1.669,2.343,3.793,5.981,6.965,5.757,6.588,8.826,12.787,17.17,16.334,12.617,13.554
"Armenia",51,95,0,0,0.14,0.145,0.234,0.318,0.396,0.503,0.324,0.309,0.355,0.414,0.427,0.303,0.33,0.541,0.501,0.644,0.35,0.511,0.86,1.418,1.731,1.502,1.814,2.559,3.888,5.463,5.42,4.344
