"country","country_code","age","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Taiwan, Province of China",158,30,241,280.802,336.471,390.168,436.745,463.753,572.736,819.588,919.224,954.38,895.715,902.829,1004.271,944.864,788.495,785.05,745.829,604.515,496.056,518.108,508.433,520.869,518.047,501.167,462.115,426.735,418.828,417.86,425.765,427.386
"Taiwan, Province of China",158,35,207,235.173,277.458,344.185,391.815,435.87,440.1,560.696,815.621,908.148,948.109,899.642,933.397,1017.368,955.555,797.108,793.827,754.842,613.988,505.858,527.936,518.35,530.828,528.074,511.281,472.339,437.057,429.201,428.274,436.204
"Taiwan, Province of China",158,40,159,194.345,231.421,289.875,347.701,388.34,414.156,431.444,566.108,804.809,899.814,954.573,918.402,939.72,1021.726,958.67,801.123,798.055,759.398,619.173,511.509,533.622,524.162,536.7,534.041,517.369,478.584,443.44,435.657,434.784
"Taiwan, Province of China",158,45,132,153.501,190.995,239.941,291.503,341.363,370.299,404.822,446.401,557.415,793.478,901.372,954.41,918.087,938.559,1019.389,957.13,800.829,798.066,759.864,620.527,513.513,535.681,526.4,539.021,536.5,520,481.44,446.487,438.808
"Taiwan, Province of China",158,50,100,131.589,149.431,191.596,230.165,282.293,325.438,360.135,409.195,438.334,542.567,789.779,895.929,948.581,912.475,932.605,1013.296,952.119,797.536,795.191,757.616,619.498,513.375,535.626,526.588,539.34,537.01,520.75,482.494,447.803
"Taiwan, Province of China",158,55,82,98.556,125.627,148.008,185.026,218.769,276.272,313.331,351.025,399.142,416.99,535.03,787.347,887.265,939.043,903.412,924.134,1004.644,944.988,792.785,791.031,754.337,617.892,512.998,535.371,526.689,539.623,537.569,521.637,483.798
"Taiwan, Province of China",158,60,67,76.59,91.276,118.498,140.737,172.025,229.003,261.062,303.613,337.504,374.797,408.205,529.553,773.829,871.655,922.651,889.172,910.77,991.087,933.653,784.843,783.978,748.571,614.514,511.347,533.933,525.765,538.985,537.324,521.868
"Taiwan, Province of China",158,65,49,55.573,67.408,80.286,98.732,125.264,181.566,209.917,248.682,283.838,311.159,360.508,393.529,512.29,748.118,843.771,895.261,864.917,887.831,967.891,913.712,769.923,770.387,736.907,606.339,505.744,528.651,521.252,534.895,533.832
"Taiwan, Province of China",158,70,32,39.115,45.324,56.363,60.051,81.468,119.451,156.533,188.813,220.671,250.259,287.343,337.451,369.726,482.435,706.079,799.534,851.574,825.859,850.656,930.182,880.886,744.695,747.167,716.545,591.341,494.654,518.044,511.802,526.098
"Taiwan, Province of China",158,75,17,24.123,27.979,33.988,42.263,44.115,69.421,90.152,124.405,152.484,179.588,217.316,254.154,300.371,331.679,435.391,641.324,730.89,783.296,764.142,791.346,869.68,827.648,703.076,708.382,682.176,565.302,474.736,498.783,494.324
